interaction_id,Interaction_Time,Department,User_Role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact,Feedback_Category,Speed_Performance,AI_Success_Flag
INT-100560,06:31.9,Sales,Executive,Which campaign had highest ROI?,Finance,Revenue,Predictive,0.8,2305,2,Low,Negative,Slow,Review Needed
INT-100565,10:31.9,HR,Analyst,What is customer churn rate?,Sales,Profit Margin,Descriptive,0.9,1879,3,High,Neutral,Slow,High Performance
INT-100429,19:31.9,HR,Manager,Show monthly revenue trend,Finance,Churn Rate,Descriptive,0.9,1209,3,Medium,Neutral,Slow,High Performance
INT-100320,18:31.9,Marketing,Intern,Which campaign had highest ROI?,Customer,Revenue,Predictive,1,800,4,Low,Positive,Slow,High Performance
INT-100329,36:31.9,Marketing,Intern,Show monthly revenue trend,Sales,Conversion Rate,Predictive,0.9,638,0,Medium,No Rating,Slow,Review Needed
INT-100369,39:31.9,Operations,Executive,Show monthly revenue trend,Marketing,Profit Margin,Predictive,0.6,2142,2,nan,Negative,Slow,Review Needed
INT-100375,02:31.9,Finance,Intern,Which campaign had highest ROI?,Customer,Profit Margin,Trend Analysis,0.8,385,3,Low,Neutral,Fast,High Performance
INT-100722,42:31.9,Marketing,Executive,Forecast next quarter revenue,Revenue,Revenue,Trend Analysis,0.9,1217,3,Medium,Neutral,Slow,High Performance
INT-101019,46:31.9,HR,Executive,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.7,209,2,High,Negative,Instant,Review Needed
INT-100914,54:31.9,HR,Executive,Show monthly revenue trend,Customer,Revenue,Trend Analysis,0.8,2183,4,Medium,Positive,Slow,High Performance
INT-101082,23:31.9,Marketing,Executive,Forecast next quarter revenue,Marketing,Conversion Rate,Trend Analysis,0.8,2054,4,Low,Positive,Slow,High Performance
INT-101074,58:31.9,Operations,Intern,Forecast next quarter revenue,Sales,Revenue,Descriptive,0.8,1369,4,Medium,Positive,Slow,High Performance
INT-101054,03:31.9,Operations,Intern,Forecast next quarter revenue,Revenue,Profit Margin,Trend Analysis,0.9,650,1,Low,Negative,Slow,Review Needed
INT-101183,37:31.9,Marketing,Intern,Forecast next quarter revenue,Marketing,ROI,Trend Analysis,0.7,1956,3,Medium,Neutral,Slow,High Performance
INT-101305,10:31.9,Marketing,Executive,Which campaign had highest ROI?,Finance,ROI,Descriptive,0.9,2067,3,Medium,Neutral,Slow,High Performance
INT-101311,58:31.9,Operations,Manager,Forecast next quarter revenue,Revenue,Conversion Rate,Predictive,0.8,1794,3,High,Neutral,Slow,High Performance
INT-101401,46:31.9,Operations,Analyst,Forecast next quarter revenue,Marketing,ROI,Trend Analysis,0.7,2402,4,Low,Positive,Slow,High Performance
INT-101450,54:31.9,HR,Manager,Which campaign had highest ROI?,Customer,Churn Rate,Descriptive,0.9,1821,4,nan,Positive,Slow,High Performance
INT-101363,57:31.9,Finance,Analyst,Forecast next quarter revenue,Customer,Revenue,Trend Analysis,0.6,1076,1,High,Negative,Slow,Review Needed
INT-101343,09:31.9,Operations,Manager,What is customer churn rate?,Customer,Conversion Rate,Predictive,0.7,360,3,High,Neutral,Fast,High Performance
INT-101333,29:31.9,Sales,Manager,Which campaign had highest ROI?,Sales,Revenue,Descriptive,1,1638,4,Low,Positive,Slow,High Performance
INT-102162,29:31.9,Finance,Analyst,What is customer churn rate?,Revenue,Profit Margin,Predictive,1,1825,2,Medium,Negative,Slow,Review Needed
INT-102203,31:31.9,Operations,Analyst,Which campaign had highest ROI?,Sales,Conversion Rate,Predictive,0.9,648,2,nan,Negative,Slow,Review Needed
INT-102158,08:31.9,Marketing,Manager,What is customer churn rate?,Revenue,ROI,Descriptive,0.7,1185,2,High,Negative,Slow,Review Needed
INT-102121,22:31.9,Operations,Executive,Show monthly revenue trend,Revenue,Profit Margin,Descriptive,0.7,774,4,Low,Positive,Slow,High Performance
INT-102116,57:31.9,Finance,Analyst,Show monthly revenue trend,Sales,Churn Rate,Trend Analysis,0.8,1080,3,Medium,Neutral,Slow,High Performance
INT-101530,13:31.9,Operations,Analyst,What is customer churn rate?,Customer,ROI,Trend Analysis,0.8,216,3,High,Neutral,Instant,High Performance
INT-101565,24:31.9,Sales,Intern,Which campaign had highest ROI?,Marketing,ROI,Predictive,0.7,1587,4,Low,Positive,Slow,High Performance
INT-101558,19:31.9,Sales,Analyst,Show monthly revenue trend,Sales,Revenue,Predictive,0.8,1002,4,Low,Positive,Slow,High Performance
INT-101687,13:31.9,Finance,Analyst,Forecast next quarter revenue,Revenue,Profit Margin,Predictive,0.8,676,1,Low,Negative,Slow,Review Needed
INT-101750,21:31.9,Sales,Intern,What is customer churn rate?,Customer,ROI,Predictive,0.8,1510,2,Low,Negative,Slow,Review Needed
INT-102067,46:31.9,HR,Executive,Which campaign had highest ROI?,Finance,ROI,Descriptive,0.8,1388,2,Low,Negative,Slow,Review Needed
INT-101947,27:31.9,HR,Executive,Show monthly revenue trend,Sales,ROI,Trend Analysis,0.6,1255,5,High,Positive,Slow,High Performance
INT-101969,48:31.9,Marketing,Intern,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.8,1557,1,High,Negative,Slow,Review Needed
INT-101970,48:31.9,Sales,Executive,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.8,2027,5,Low,Positive,Slow,High Performance
INT-101811,24:31.9,Operations,Manager,Show monthly revenue trend,Customer,ROI,Trend Analysis,0.8,2124,5,High,Positive,Slow,High Performance
INT-102374,04:31.9,Finance,Executive,Compare sales performance by region,Customer,Conversion Rate,Predictive,0.6,1467,4,Low,Positive,Slow,High Performance
INT-102460,23:31.9,HR,Analyst,What is customer churn rate?,Revenue,Profit Margin,Descriptive,0.8,2356,3,nan,Neutral,Slow,High Performance
INT-102449,42:31.9,Operations,Intern,Compare sales performance by region,Sales,ROI,Descriptive,0.7,932,2,Medium,Negative,Slow,Review Needed
INT-102427,33:31.9,Marketing,Executive,Show monthly revenue trend,Revenue,ROI,Trend Analysis,0.6,901,4,Medium,Positive,Slow,High Performance
INT-102530,27:31.9,Marketing,Manager,Compare sales performance by region,Finance,Profit Margin,Trend Analysis,0.8,405,1,nan,Negative,Fast,Review Needed
INT-102507,47:31.9,HR,Intern,What is customer churn rate?,Revenue,Profit Margin,Predictive,0.9,1602,4,High,Positive,Slow,High Performance
INT-102490,43:31.9,Finance,Manager,Which campaign had highest ROI?,Finance,Conversion Rate,Trend Analysis,0.7,1845,5,Low,Positive,Slow,High Performance
INT-102515,37:31.9,Sales,Executive,Compare sales performance by region,Finance,Conversion Rate,Descriptive,0.9,770,5,Low,Positive,Slow,High Performance
INT-102914,01:31.9,Finance,Intern,Which campaign had highest ROI?,Marketing,ROI,Descriptive,0.8,480,5,Low,Positive,Fast,High Performance
INT-102915,51:31.9,Finance,Intern,Compare sales performance by region,Customer,ROI,Predictive,0.6,1082,3,Low,Neutral,Slow,High Performance
INT-102958,34:31.9,Finance,Analyst,What is customer churn rate?,Marketing,ROI,Trend Analysis,1,2229,0,High,No Rating,Slow,Review Needed
INT-102909,35:31.9,Operations,Executive,What is customer churn rate?,Finance,Profit Margin,Predictive,0.7,271,3,Medium,Neutral,Instant,High Performance
INT-102882,16:31.9,Marketing,Intern,What is customer churn rate?,Sales,Revenue,Descriptive,0.8,1081,3,Low,Neutral,Slow,High Performance
INT-103094,32:31.9,Finance,Analyst,Forecast next quarter revenue,Customer,Conversion Rate,Trend Analysis,0.9,717,1,Low,Negative,Slow,Review Needed
INT-103077,23:31.9,Sales,Intern,What is customer churn rate?,Finance,ROI,Descriptive,0.7,1675,4,Low,Positive,Slow,High Performance
INT-100720,35:31.9,Finance,Manager,What is customer churn rate?,Finance,Revenue,Descriptive,0.7,328,0,Medium,No Rating,Fast,Review Needed
INT-100716,56:31.9,Marketing,Intern,What is customer churn rate?,Marketing,Churn Rate,Predictive,0.7,1600,5,Low,Positive,Slow,High Performance
INT-100743,34:31.9,Operations,Intern,Compare sales performance by region,Finance,ROI,Trend Analysis,0.8,2498,4,Low,Positive,Slow,High Performance
INT-100623,22:31.9,HR,Manager,Show monthly revenue trend,Finance,Profit Margin,Trend Analysis,0.7,1937,1,Medium,Negative,Slow,Review Needed
INT-100642,58:31.9,Operations,Intern,Compare sales performance by region,Customer,Churn Rate,Predictive,0.7,655,4,Low,Positive,Slow,High Performance
INT-100656,08:31.9,Sales,Intern,Show monthly revenue trend,Finance,Revenue,Descriptive,0.7,2314,2,High,Negative,Slow,Review Needed
INT-100652,00:31.9,Finance,Analyst,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,0.7,1345,4,Low,Positive,Slow,High Performance
INT-100412,24:31.9,Operations,Analyst,Show monthly revenue trend,Revenue,ROI,Descriptive,0.9,1908,2,Low,Negative,Slow,Review Needed
INT-100489,32:31.9,Marketing,Analyst,Show monthly revenue trend,Sales,Conversion Rate,Trend Analysis,0.9,2234,0,Medium,No Rating,Slow,Review Needed
INT-100477,13:31.9,Sales,Manager,What is customer churn rate?,Marketing,Revenue,Predictive,0.7,1175,1,High,Negative,Slow,Review Needed
INT-100531,23:31.9,Marketing,Analyst,Which campaign had highest ROI?,Sales,Conversion Rate,Trend Analysis,0.7,1235,3,Medium,Neutral,Slow,High Performance
INT-100502,06:31.9,Operations,Analyst,Show monthly revenue trend,Customer,Profit Margin,Trend Analysis,0.9,1597,2,Medium,Negative,Slow,Review Needed
INT-100269,02:31.9,HR,Analyst,Show monthly revenue trend,Marketing,Revenue,Descriptive,0.6,280,0,Medium,No Rating,Instant,Review Needed
INT-100140,35:31.9,Sales,Analyst,Forecast next quarter revenue,Customer,Revenue,Predictive,0.9,1205,0,Medium,No Rating,Slow,Review Needed
INT-100108,16:31.9,Finance,Analyst,What is customer churn rate?,Revenue,Conversion Rate,Descriptive,0.8,1274,0,Medium,No Rating,Slow,Review Needed
INT-100040,15:31.9,HR,Analyst,What is customer churn rate?,Customer,Conversion Rate,Trend Analysis,0.9,2264,1,Low,Negative,Slow,Review Needed
INT-100065,13:31.9,HR,Manager,Compare sales performance by region,Customer,Revenue,Descriptive,0.9,576,0,Medium,No Rating,Fast,Review Needed
INT-101352,26:31.9,Sales,Analyst,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.7,724,4,Medium,Positive,Slow,High Performance
INT-101452,44:31.9,Finance,Manager,Show monthly revenue trend,Revenue,Revenue,Descriptive,0.9,1321,0,nan,No Rating,Slow,Review Needed
INT-101481,34:31.9,Operations,Executive,Forecast next quarter revenue,Marketing,Churn Rate,Predictive,0.9,2073,2,Low,Negative,Slow,Review Needed
INT-101507,23:31.9,Marketing,Executive,Which campaign had highest ROI?,Marketing,Revenue,Trend Analysis,1,2389,4,Medium,Positive,Slow,High Performance
INT-101199,56:31.9,Marketing,Manager,Show monthly revenue trend,Revenue,ROI,Trend Analysis,0.8,1890,1,nan,Negative,Slow,Review Needed
INT-101163,21:31.9,HR,Executive,Show monthly revenue trend,Sales,Profit Margin,Predictive,0.7,1576,2,Medium,Negative,Slow,Review Needed
INT-101085,02:31.9,Sales,Executive,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.7,2053,4,nan,Positive,Slow,High Performance
INT-100940,11:31.9,Marketing,Intern,Compare sales performance by region,Sales,ROI,Descriptive,0.7,1618,0,High,No Rating,Slow,Review Needed
INT-100880,57:31.9,HR,Intern,What is customer churn rate?,Marketing,Profit Margin,Trend Analysis,0.8,992,2,Medium,Negative,Slow,Review Needed
INT-100892,47:31.9,Marketing,Intern,What is customer churn rate?,Sales,Churn Rate,Trend Analysis,1,2266,3,Low,Neutral,Slow,High Performance
INT-100793,40:31.9,Marketing,Executive,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,1,1149,0,Medium,No Rating,Slow,Review Needed
INT-100827,42:31.9,HR,Analyst,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.9,1581,3,High,Neutral,Slow,High Performance
INT-101886,40:31.9,Sales,Analyst,Which campaign had highest ROI?,Marketing,ROI,Predictive,0.7,899,4,Medium,Positive,Slow,High Performance
INT-101953,09:31.9,Marketing,Executive,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.7,2031,4,nan,Positive,Slow,High Performance
INT-102050,36:31.9,HR,Manager,Show monthly revenue trend,Marketing,Conversion Rate,Predictive,0.8,1471,2,High,Negative,Slow,Review Needed
INT-102042,44:31.9,Operations,Analyst,Which campaign had highest ROI?,Revenue,Profit Margin,Descriptive,0.7,1307,1,High,Negative,Slow,Review Needed
INT-101737,40:31.9,Operations,Executive,Compare sales performance by region,Sales,ROI,Descriptive,0.7,1550,4,Low,Positive,Slow,High Performance
INT-101727,12:31.9,Marketing,Intern,What is customer churn rate?,Finance,Churn Rate,Descriptive,0.7,1730,4,Medium,Positive,Slow,High Performance
INT-101570,19:31.9,HR,Analyst,Show monthly revenue trend,Marketing,ROI,Predictive,0.7,2125,3,High,Neutral,Slow,High Performance
INT-102234,03:31.9,HR,Manager,What is customer churn rate?,Finance,Churn Rate,Predictive,0.8,696,5,Medium,Positive,Slow,High Performance
INT-102165,38:31.9,Finance,Analyst,Forecast next quarter revenue,Revenue,Churn Rate,Predictive,0.8,1397,3,Medium,Neutral,Slow,High Performance
INT-102180,59:31.9,Operations,Manager,Which campaign had highest ROI?,Revenue,Churn Rate,Descriptive,0.6,1120,3,High,Neutral,Slow,High Performance
INT-102266,48:31.9,Finance,Manager,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.8,283,2,Low,Negative,Instant,Review Needed
INT-102241,26:31.9,Operations,Analyst,Which campaign had highest ROI?,Finance,Churn Rate,Descriptive,0.7,1689,3,Medium,Neutral,Slow,High Performance
INT-102855,40:31.9,Finance,Manager,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.6,1637,3,High,Neutral,Slow,High Performance
INT-102942,21:31.9,HR,Intern,Show monthly revenue trend,Revenue,Conversion Rate,Trend Analysis,0.8,1255,3,nan,Neutral,Slow,High Performance
INT-102495,19:31.9,Marketing,Executive,Compare sales performance by region,Marketing,Conversion Rate,Descriptive,1,851,2,Low,Negative,Slow,Review Needed
INT-102540,13:31.9,Marketing,Intern,Compare sales performance by region,Marketing,ROI,Predictive,0.8,902,3,High,Neutral,Slow,High Performance
INT-102441,25:31.9,Marketing,Intern,Show monthly revenue trend,Marketing,Profit Margin,Descriptive,0.7,438,0,Low,No Rating,Fast,Review Needed
INT-102437,15:31.9,Operations,Executive,Compare sales performance by region,Customer,Churn Rate,Descriptive,0.6,1535,4,High,Positive,Slow,High Performance
INT-102457,31:31.9,Sales,Analyst,Which campaign had highest ROI?,Revenue,Churn Rate,Trend Analysis,0.7,1442,0,Low,No Rating,Slow,Review Needed
INT-102388,50:31.9,Marketing,Analyst,Forecast next quarter revenue,Marketing,Revenue,Trend Analysis,0.9,1000,2,Low,Negative,Slow,Review Needed
INT-102722,29:31.9,Operations,Analyst,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.8,2302,4,Medium,Positive,Slow,High Performance
INT-102801,33:31.9,Operations,Intern,Show monthly revenue trend,Customer,Churn Rate,Trend Analysis,0.8,1636,2,Medium,Negative,Slow,Review Needed
INT-102621,35:31.9,Marketing,Intern,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.7,555,3,High,Neutral,Fast,High Performance
INT-102576,52:31.9,HR,Manager,Show monthly revenue trend,Customer,Revenue,Descriptive,0.7,382,1,Medium,Negative,Fast,Review Needed
INT-103049,11:31.9,Operations,Executive,Which campaign had highest ROI?,Customer,Profit Margin,Descriptive,0.6,332,3,Medium,Neutral,Fast,High Performance
INT-103099,14:31.9,Operations,Analyst,Show monthly revenue trend,Finance,Profit Margin,Trend Analysis,0.9,813,4,High,Positive,Slow,High Performance
INT-103164,10:31.9,Finance,Intern,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.9,2134,4,Medium,Positive,Slow,High Performance
INT-100047,32:31.9,Operations,Executive,Forecast next quarter revenue,Sales,Profit Margin,Predictive,0.9,864,3,Low,Neutral,Slow,High Performance
INT-100123,32:31.9,Finance,Analyst,Compare sales performance by region,Customer,Profit Margin,Descriptive,0.6,558,0,Medium,No Rating,Fast,Review Needed
INT-100247,23:31.9,Sales,Intern,What is customer churn rate?,Revenue,ROI,Descriptive,0.6,1608,3,High,Neutral,Slow,High Performance
INT-100193,15:31.9,Marketing,Executive,Show monthly revenue trend,Sales,Profit Margin,Trend Analysis,0.6,2133,4,High,Positive,Slow,High Performance
INT-100168,31:31.9,Sales,Analyst,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.6,315,4,Low,Positive,Fast,High Performance
INT-100539,30:31.9,HR,Executive,Which campaign had highest ROI?,Sales,ROI,Predictive,0.7,1169,4,Low,Positive,Slow,High Performance
INT-100414,05:31.9,Sales,Analyst,What is customer churn rate?,Marketing,Profit Margin,Predictive,0.9,1191,2,nan,Negative,Slow,Review Needed
INT-100349,35:31.9,Operations,Intern,Compare sales performance by region,Customer,Profit Margin,Trend Analysis,0.8,306,3,nan,Neutral,Fast,High Performance
INT-100298,26:31.9,HR,Intern,Which campaign had highest ROI?,Customer,Profit Margin,Predictive,0.8,475,5,High,Positive,Fast,High Performance
INT-100679,31:31.9,Operations,Manager,What is customer churn rate?,Marketing,Revenue,Descriptive,0.7,2244,3,Low,Neutral,Slow,High Performance
INT-100617,12:31.9,Marketing,Executive,Which campaign had highest ROI?,Finance,Revenue,Descriptive,0.7,1083,4,Low,Positive,Slow,High Performance
INT-100569,36:31.9,Finance,Analyst,What is customer churn rate?,Sales,ROI,Trend Analysis,0.7,1361,4,Low,Positive,Slow,High Performance
INT-100724,31:31.9,Sales,Intern,What is customer churn rate?,Sales,Profit Margin,Predictive,0.9,1532,3,Medium,Neutral,Slow,High Performance
INT-100769,31:31.9,Sales,Intern,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.7,823,2,Low,Negative,Slow,Review Needed
INT-100853,38:31.9,Marketing,Executive,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,1,1384,0,Low,No Rating,Slow,Review Needed
INT-100961,47:31.9,Marketing,Executive,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.6,591,3,High,Neutral,Fast,High Performance
INT-101083,05:31.9,Marketing,Analyst,Compare sales performance by region,Sales,Revenue,Descriptive,0.9,922,2,High,Negative,Slow,Review Needed
INT-101080,03:31.9,Sales,Analyst,Compare sales performance by region,Revenue,ROI,Trend Analysis,0.7,353,1,High,Negative,Fast,Review Needed
INT-101184,48:31.9,Operations,Executive,Forecast next quarter revenue,Sales,Conversion Rate,Predictive,0.8,1450,2,Low,Negative,Slow,Review Needed
